2023-01,114030
2023-02,105480
2023-03,102420
2023-04,75270
2023-05,80520
2023-06,114930
2023-07,123210
2023-08,88320
2023-09,95280
2023-10,77970
2023-11,112381
2023-12,170160
2024-01,171810
2024-02,107940
2024-03,105608
2024-04,76380
2024-05,86280
2024-06,121530
2024-07,120870
2024-08,104820
2024-09,92729
